country;director;genre;imdb_rating;title;year
['США'];[];['документальный'];7.9;Анита О’Дэй: Жизнь джазовой певицы;2007
['Франция', 'Италия', 'Германия'];['Бернар Бордери'];['приключенческий фильм'];6.3;Анжелика и султан;1968
['Индия'];['Дуния Сури'];['боевик', 'мелодрама', 'драма'];4.5;Анна Бонд;2012
['Франция'];['Ариель Зейтун'];['мелодрама', 'приключения'];6.1;Анжелика, маркиза ангелов;2013
['СССР'];['Тато Котетишвили'];['драма'];7.7;Анемия;1987
['Франция', 'Италия', 'ФРГ'];['Бернар Бордери'];['экранизация', 'приключенческий фильм', 'мелодрама', 'исторический фильм'];6.6;Анжелика и король;1966
['РСФСР'];['Михаил Нароков'];['Драма'];;Анджело;1920
['Франция', 'Италия', 'ФРГ'];['Бернар Бордери'];['экранизация', 'приключенческий фильм', 'мелодрама'];6.7;Анжелика — маркиза ангелов;1964
['Франция', 'Италия', 'ФРГ'];['Бернар Бордери'];['экранизация', 'приключенческий фильм', 'мелодрама'];6.6;Анжелика в гневе;1965
['США', 'Великобритания'];['Честер Эрскин', 'Николас Рэй'];['пеплум'];6.0;Андрокл и лев;1952
['Чехословакия'];['Милан Вошмик'];['детский экранизация'];6.0;Анечка идёт в школу;1962
['США'];['Аарон Липштадт'];['фантастика', 'драма'];5.8;Андроид;1982
['СССР'];['Яков Базелян', 'Сергей Параджанов'];['сказка'];6.3;Андриеш;1954
['СССР'];['Георгий Шмованов'];['киноновелла экранизация'];;Анетта;1966
['Армения', 'Китай', 'Индия', 'Кыргызстан', 'Великобритания', 'Мексика', 'Россия', 'Франция', 'Испания'];['Рубен Гини'];['документальный исторический'];8.9;Андин. Хроники армянских путешествий;2014
['СССР'];['Николай Лебедев'];['киноповесть'];6.2;Андрейка;1958
['Нидерланды'];['Бобби Бурманс'];['технотриллер'];5.4;Андроид;2013
['Испания', 'США'];['Мэтт Симбер'];['приключения'];4.6;Андра;1983
['СССР'];['Геннадий Харлан'];['сказка', 'комедия'];4.9;Андрей и злой чародей;1981
['США'];['Джордж Т Миллер'];['приключения', 'драма', 'семейный фильм'];5.7;Андре;1994
['США', 'Великобритания'];['Ронан Дэй-Льюис'];['драматический фильм'];;Анемон;
['США'];['Роберт Дюваль'];['драма'];6.6;Анджело, моя любовь;1983
['Россия'];['Эльдар Рязанов'];['Биография', 'Сказка'];5.5;Андерсен. Жизнь без любви;2006
['Франция', 'Германия', 'Болгария', 'Венгрия', 'Чехия', 'Югославия', 'Югославия'];['Эмир Кустурица'];['антивоенный', 'драма', 'эксцентричная', 'трагикомедия', 'фантасмагория', 'притча'];8.0;Андерграунд;1997
['Франция'];['Луис Бунюэль'];['сюрреализм', 'авангард'];7.6;Андалузский пёс;1929
['СССР'];['Андрей Тарковский'];['историческая', 'драма'];8.0;Андрей Рублёв;1966
['Германия'];['Ахим фон Боррис'];['драма'];6.9;Англия!;2000
['Великобритания'];['Кристофер Монгер'];['комедия'];6.6;Англичанин, который поднялся на холм, а спустился с горы;1995
['Россия', 'Сербия'];['Александр Селиверстов'];['чёрная комедия', 'абсурдистская комедия'];;Ангелы не жужжат;2024
['США', 'Великобритания', 'Германия', 'Франция'];['Пэтрик Рид Джонсон'];['комедия'];6.7;Ангус;1995
['США', 'Великобритания', 'Австралия'];['Гуриндер Чадха'];['комедия', 'драма'];6.3;Ангус, стринги и поцелуи взасос;2008
['Великобритания'];['Ричард Лэкстон'];['Биография', 'драма'];7.1;Англичанин в Нью-Йорке;2009
['США'];['Роберт Хармон'];['драма'];5.2;Ангельские глазки;1991
['Великобритания', 'Германия', 'США'];['Пэдди Бретнэк'];['комедия'];6.2;Английский цирюльник;2001
['США'];['Отто Премингер'];['нуар', 'мелодрама', 'триллер'];7.2;Ангельское лицо;1952
['Канада'];['Джон Хэсс'];['триллер'];5.4;Ангелы-хранители;1988
['СССР'];['Гитис Лукшас'];['мелодрама экранизация'];6.7;Английский вальс;1982
['Великобритания', 'США'];['Энтони Мингелла'];['драма', 'мелодрама'];7.4;Английский пациент;1997
['США'];['Макджи'];['боевик', 'приключенческий фильм', 'комедия'];4.9;Ангелы Чарли: Только вперёд;2003
['США'];['Элизабет Бэнкс'];['комедийный боевик'];5.0;Ангелы Чарли;2019
['США'];['Макджи'];['приключения', 'комедия', 'боевик'];5.6;Ангелы Чарли;2000
['Россия', 'Сирия'];['Юрий Озеров'];['драма', 'военный фильм'];6.3;Ангелы смерти;1993
['США'];['Уильям Дир'];['семейный фильм', 'комедия'];6.2;Ангелы у кромки поля;1994
['США'];['Майкл Кёртис'];['гангстерская', 'драма'];7.9;Ангелы с грязными лицами;1965
['Россия'];['Алексей Федорченко'];['романтическая драма'];6.6;Ангелы революции;2014
['Россия'];['Валерий Залотуха'];['Документальное кино'];;Ангел Русской церкви против отца всех народов;2005
['США'];['Ральф Хемекер'];['триллер', 'драма', 'мелодрама'];5.7;Ангелы падают;2007
['США', 'Великобритания'];['Филип Хаас'];['драма'];6.8;Ангелы и насекомые;1995
['Франция'];['Робер Брессон'];['драма'];7.2;Ангелы греха;1943
['Россия', 'Франция'];['Евгений Лунгин'];['драма'];5.6;Ангелы в раю;1993
['Исландия', 'Германия', 'Дания', 'Швеция', 'Норвегия'];['Фридрик Тоур Фридрикссон'];['драма'];7.5;Ангелы Вселенной;2000
['США'];['Рон Ховард'];['приключения', 'триллер'];6.7;Ангелы и демоны;2009
['США'];['Брюс Кесслер'];['боевик'];4.9;Ангелы ада;1968
['Италия'];['Чезарео Рокко'];['драма'];4.9;Ангелы Борселлино;2003
['Канада'];['Жан-Себастьян Лорд'];['драма', 'нуар', 'триллер'];7.1;Ангел-хранитель;2014
['США'];['Ричард Раш'];['боевик'];5.1;Ангелы ада на колёсах;1967
['США'];['Джо Виола'];['боевик'];4.7;Ангелов круче не бывает;1971
['США'];['Ли Мэдден'];['боевик'];5.3;Ангелы ада ’69;1969
['США'];['Говард Хьюз', 'Эдмунд Гулдинг', 'Джеймс Уэйл'];['драма'];7.3;Ангелы ада;1930
['Германия'];['Тиль Швайгер'];['боевик', 'драма'];5.7;Ангел-хранитель;2012
['Мексика'];['Луис Бунюэль'];['трагикомедия'];8.0;Ангел-истребитель;1962
['США'];['Дэвид Касс'];['вестерн', 'боевик', 'драма'];5.4;Ангел-мститель;2007
['Австралия'];['Шейн Эббесс'];['мистика', 'боевик', 'ужасы'];5.5;Ангел света;2007
['Франция'];['Люк Бессон'];['мелодрама', 'комедия', 'нуар', 'магический реализм'];7.0;Ангел-А;2005
['Таджикистан', 'Италия', 'Франция'];['Джамшед Усмонов'];['комедийная драма'];6.7;Ангел правого плеча;2002
['США'];['Крэйг Р Бэксли'];['боевик', 'кинофантастика'];6.1;Ангел тьмы;1990
['Россия'];['Сергей Кисляков', 'Дмитрий Ларченко', 'Юрий Устинов'];['документальное кино'];;Анатомия протеста, Анатомия протеста-2;2012
['Германия', 'Франция'];['Геза фон Радваньи'];['комедийный фильм'];5.6;Ангел на земле;1959
['США'];['Крэйг Бэксли'];['вестерн'];6.0;Ангел мести;1995
['Италия'];['Дамиано Дамиани'];['драматический фильм'];6.0;Ангел с ружьём;1992
['США', 'Италия'];['Мартин Бёрк'];['комедия', 'криминал'];5.1;Ангел мести;2002
['США'];['Ли Мадден'];['боевик'];5.1;Ангел освобождённый;1970
['США'];['Джордж Галло'];['боевик', 'триллер', 'криминал'];3.0;Ангел мести;2021
['Великобритания', 'Австралия'];['Джейн Кэмпион'];['драма'];7.4;Ангел за моим столом;1990
['Италия'];['Камилло Мастрочинкве'];['фильм ужасов'];6.4;Ангел для Сатаны;1966
['Россия'];['Виктор Лисакович'];['документальное кино'];;Анастасия;2008
['США', 'Италия'];['Наннэлли Джонсон'];['драма'];5.8;Ангел в красном;1960
['Чехословакия'];['Борживой Земан'];['комедия'];6.2;Ангел в отпуске;1953
['СССР'];['Шакен Айманов'];['комедия'];6.6;Ангел в тюбетейке;1968
['Аргентина', 'Испания'];['Луис Ортега'];['драма', 'криминал', 'биография'];6.9;Ангел;2018
['Россия'];['Дмитрий Фёдоров'];['драма'];6.4;Ангел;2011
['Чехословакия'];['Борживой Земан'];['комедия'];6.6;Ангел в горах;1955
['Великобритания', 'Франция', 'Бельгия'];['Франсуа Озон'];['Мелодрама'];5.8;Ангел;2007
['США'];['Эрнст Любич'];['драма', 'мелодрама'];7.2;Ангел;1937
['СССР'];['Сергей Гиппиус'];['драма экранизация'];6.9;Анафема;1960
['США'];['Джеймс Л Конуэй'];['боевик', 'научно-фантастический фильм'];5.3;Ангар 18;1980
['США'];['Джозеф Братсмэн'];['драма'];3.4;Анатомия порока;2001
['США'];['Отто Премингер'];['юридическая драма'];8.0;Анатомия убийства;1959
['США'];['Шана Фест'];['Романтическая драма'];6.2;Анатомия любви;2014
['Индия'];['Говинд Менон'];['драматический фильм'];4.2;Анатомия любви 2;2003
['Франция'];['Жюстин Трие'];['драма'];7.6;Анатомия падения  Внешние видеофайлы;2023
['США'];['Стивен Содерберг'];['драма'];6.8;Анатомия Грея;1996
['Россия'];['Виталий Манский'];['документальный фильм'];7.1;Анатомия ТАТУ;2003
['Беларусь'];['Юрий Елхов'];['Историческая драма'];5.5;Анастасия Слуцкая;2003
['США', 'Австрия', 'Италия'];['Марвин Чомски'];['драма', 'исторический фильм'];6.6;Анастасия: Загадка Анны;1986
['ПНР'];['Роман Залуский'];['мелодрама'];6.3;Анатомия любви;1972
['Германия'];['Штефан Рузовицки'];['Триллер'];6.0;Анатомия;2000
['США'];['Анатоль Литвак'];['мелодрама'];7.0;Анастасия;1956
['Франция'];['Эли Важеман'];['драма'];5.8;Анархисты;2015
['США'];['Гарольд Рэмис'];['комедия', 'криминальный фильм'];6.7;Анализируй это;1999
['США'];['Гарольд Рамис'];['Комедия'];5.9;Анализируй то;2002
['США'];['Дэвид Гордон Грин'];['чёрная', 'комедия'];6.9;Ананасовый экспресс: Сижу, курю;2008
['США', 'Китай'];['Хешэн Сян', 'Цюлян Сян'];['приключения', 'фильм ужасов'];4.8;Анаконда;2024
['США'];['Дон Э ФонтЛеРой'];['природный фильм ужасов', 'фэнтези'];2.9;Анаконда 4: Кровавый след;2009
['США'];['Том Гормикан'];['приключения', 'фильм ужасов'];;Анаконда;2025
['Испания', 'Италия', 'Бельгия'];['Висенте Аранда'];['Историческая', 'драма'];6.9;Анархистки;1996
['США'];['Луис Льоса'];['приключенческий', 'фильм ужасов'];4.9;Анаконда;1997
['США'];['Дуайт Литтл'];['природный фильм ужасов', 'приключения'];4.7;Анаконда 2: Охота за проклятой орхидеей;2004
['Великобритания'];['Альберто Шьямма'];['драматический фильм', 'фильм-триллер'];5.2;Аназапта;2013
['США', 'Румыния'];['Дон Э Фонтлерой'];['природный фильм ужасов'];2.8;Анаконда 3: Цена эксперимента;2008
['Румыния', 'Германия', 'Франция'];['Калин Питер Нецер'];['драматический фильм'];6.7;Ана, любовь моя;2017
['Испания'];['Карлос Саура'];['драма'];7.3;Ана и волки;1973
['Гонконг'];['Скад'];['драма'];5.7;Амфетамин;2010
['Германия'];['Жак Брюйер'];['Комедия'];5.1;Амуры;1994
['Норвегия'];['Эспен Сандберг'];['исторический', 'драма', 'приключения'];6.2;Амундсен;2019
['СССР'];['Леонид Ясеницкий'];['мелодрама'];;Амуланга;1987
['Украина'];['Николай Федюк'];['драма'];;Амур и демон;1994
['США'];['Дэвид Оуэн Расселл'];['исторический фильм', 'комедийная драма', 'мистерия'];6.1;Амстердам;2022
['СССР'];['Александр Сокуров'];['драматический фильм', 'триллер'];6.3;Ампир;1986
['Великобритания', 'ОАЭ'];['Ромола Гарай'];['ужасы'];4.9;Амулет;2020
['Россия'];['Виктор Гинзбург'];['городское фэнтези', 'сатира'];5.1;Ампир V;2023
['Индия'];['Лекх Тандон'];['исторический фильм', 'фильм-биография', 'музыкальный фильм'];6.6;Амрапали;1966
['Франция'];['Валериан Боровчик'];['драма', 'мелодрама', 'эротика'];5.6;Аморальные истории;1974
['США'];['Расс Мейер'];['комедия'];4.6;Аморальный мистер Тис;1959
['Италия'];['Массимо Пирри'];['драма', 'триллер', 'эротика'];5.8;Аморальность;1978
['Австралия'];['Джордж Т Миллер'];['драма', 'триллер'];5.3;Аморальное поведение;1993
['США'];['Дэвид Белтон'];[];7.8;Амиши;2012
['США'];['Александр Черняев'];['триллер'];5.0;Амнезия;2019
['Италия', 'Франция'];['Пьетро Джерми'];['комедия'];6.7;Аморальный;1967
['Великобритания', 'Австралия', 'США'];['Фрэнсис Ли'];['драматический фильм', 'ЛГБТ-фильм'];6.5;Аммонит;2020
['США'];['Джон Марловски'];['фильм ужасов'];4.0;Амитивилль: Новое поколение;1993
['США', 'Германия'];['Филип Кауфман'];['триллер'];5.3;Амнезия;2004
['США'];['Стивен Спилберг'];['историческая', 'драма'];7.3;Амистад;1997
['США'];['Тони Рэндл'];['фильм ужасов'];4.7;Амитивилль 6: Вопрос времени;1992
['США'];['Сэндэр Стерн'];['ужасы', 'триллер'];4.4;Амитивилль 4: Зло спасается;1989
['США', 'Мексика'];['Дамиано Дамиани'];['ужасы', 'триллер'];5.6;Амитивилль 2: Одержимость;1982
['США', 'Мексика'];['Ричард Флейшер'];['ужасы', 'триллер'];4.2;Амитивилль 3-D;1983
['США'];['Джеймс Фоули'];['драма'];7.7;Американцы;1992
['Франция', 'Германия', 'Румыния'];['Коста-Гаврас'];['Драма'];7.2;Аминь;2002
['Россия'];['Борис Квашнёв'];['детективный фильм', 'боевик', 'триллер'];5.8;Америкэн бой;1992
['США'];['Корд Джефферсон'];['драма', 'комедия'];7.5;Американское чтиво;2023
['США'];['Сэм Ферстенберг'];['боевик'];4.9;Американский самурай;1992
['ФРГ'];['Райнер Вернер Фасбиндер'];['драма'];6.5;Американский солдат;1970
['США'];['Томми ОХейвер'];['драма', 'детектив'];7.2;Американское преступление;2007
['США'];['Фрэнк Капра'];['драматический фильм'];7.4;Американское безумие;1932
['США'];['Лука Гуаданьино'];['сатирический', 'фильм ужасов'];;Американский психопат;2026
['США'];['Коби Либий'];['комедия'];3.7;Американское общество негров-волшебников;2024
['США'];['Морган Дж Фриман'];['Чёрная комедия', 'слэшер'];3.7;Американский психопат 2;2002
['США'];['Мартин Белл'];['драма'];6.7;Американское сердце;1992
['Россия'];['Максим Якубсон'];['документальный'];;Архитектура блокады;2020
['США', 'Канада'];['Мэри Хэррон'];['криминал', 'чёрная комедия', 'триллер'];7.6;Американский психопат;2000
['США'];['Майк Эллиот'];['комедия'];3.9;Американский пирог представляет: Правила для девочек;2020
['СССР'];['Расим Исмайлов'];['детский фильм'];7.7;Асиф, Васиф, Агасиф;1983
['Япония', 'Франция'];['Рюсукэ Хамагути'];['драматический фильм', 'романтический фильм'];7.0;Асако 1 и 2;2018
['США', 'Канада'];['Джо Нуссбаум'];['кинокомедия'];5.1;Американский пирог представляет: Голая миля;2006
['США', 'Канада'];['Джон Путч'];['комедия'];4.7;Американский пирог представляет: Книга любви;2009
['США', 'Канада'];['Эндрю Уоллер'];['кинокомедия'];5.3;Американский пирог представляет: Переполох в общаге;2007
['США'];['Хейден Шлоссберг', 'Джон Харвитц'];['комедия'];6.7;Американский пирог: Все в сборе;2012
['США'];['Роб Райнер'];['комедия', 'драма'];6.8;Американский президент;1995
['США'];['Джесси Дилан'];['кинокомедия'];6.3;Американский пирог: Свадьба;2003
['Россия', 'Израиль', 'Литва'];['Роман Качанов'];['Драма'];6.7;Арье;2004
['США', 'США'];['Стив Рэш'];['комедия', 'подростковый фильм', 'комедийный фильм', 'романтическая комедия'];5.0;Американский пирог представляет: Музыкальный лагерь Американский пирог 4: Лагерь;2005
['Российская империя'];['Борис Светлов'];['музыкальная комедия'];7.9;Аршин мал алан;1916
['СССР', 'Азербайджанская ССР'];['Тофик Таги-Заде'];['музыкальная комедия'];8.1;Аршин мал алан;1965
['Франция', 'ФРГ'];['Жерар Ури'];['комедия'];6.6;Ас из асов;1982
['Индия', 'Индия'];['Сукумар'];['боевик', 'романтическая комедия', 'саундтрек'];7.5;Арья 2;2009
['США'];['Мэтт Таубер'];['Драма'];5.5;Архитектор;2006
['США'];['Байрон Хаскин'];['фантастика'];7.6;Архитекторы страха;1963
['США'];['Сетраг Вартян'];['мелодрама', 'музыкальный фильм'];5.7;Аршин мал алан;1937
['СССР', 'Азербайджанская ССР'];['Рза Тахмасиб', 'Николай Лещенко'];['Музыкальная комедия'];7.7;Аршин мал алан;1945
['Германия', 'Франция'];['Виктор Косаковский'];['документальный фильм'];6.6;Архитектон;2024
['Великобритания'];['Джоанна Хогг'];['драматический фильм'];6.3;Архипелаг;2010
['Великобритания'];['Джон Джонс'];['триллер'];6.4;Архангел;2005
['СССР'];['Марина Голдовская'];['документальный фильм'];;Архангельский мужик;1986
['США'];['Данте Ариола'];['комедийная драма', 'комедийный фильм'];5.6;Артур Ньюман, профессионал гольфа;2013
['Россия'];['Алексей Тельнов', 'Михаил Малахов-младший'];['исторический'];5.3;Архипелаг;2021
['Канада'];['Гай Мэддин'];['Мелодрама', 'Авангардный фильм', 'Сюрреалистический фильм', 'Артхаус'];6.3;Архангел;1990
['Франция', 'США'];['Люк Бессон'];['Мультфильм', 'Фэнтези', 'Приключения', 'Семейный', 'Кинокомедия'];6.0;Артур и минипуты;2006
['США'];['Саймон Селлан Джоунс'];['приключения'];7.0;Артур, ты король;2024
['Франция', 'США'];['Люк Бессон'];['мультфильм', 'фэнтези', 'приключение', 'семейный'];5.3;Артур и месть Урдалака;2009
['США'];['Джейсон Уайнер'];['комедия', 'мелодрама'];5.7;Артур. Идеальный миллионер;2011
['Камбоджа', 'Франция'];['Ритхи Пань'];['документальная драма'];7.1;Артисты сгоревшего театра;2005
['США'];['Бад Йоркин'];['комедия'];4.7;Артур 2: На мели;1988
['СССР'];['Леонид Квинихидзе'];['лирическая', 'комедия'];6.3;«Артистка из Грибова»;1988
['Франция'];['Люк Бессон'];['мультфильм', 'фэнтези', 'приключение', 'семейный'];5.5;Артур и война двух миров;2010
['Россия'];['Станислав Говорухин'];['мелодрама', 'комедия'];6.8;Артистка;2007
['Узбекистан'];['Али Хамраев'];['драма', 'комедия'];;Аромат дыни в Самарканде;2021
['США'];['Стив Гордон'];['комедия', 'мелодрама'];6.9;Артур;1981
['СССР'];['Григорий Липшиц'];['комедия'];5.6;Артист из Кохановки;1961
['США'];['Дэнни Грейвз', 'Ричард Уэнк'];['слэшер'];5.2;Артефакт;2001
['СССР'];['Николай Кошелев', 'Валентин Морозов'];['историко-революционный фильм-биография драма'];6.2;Артём;1978
['Россия'];['Андрей Буровский', 'Григорий Жгилёв'];['документальный'];;Армянский вопрос;2017
['Франция', 'Италия', 'Германия'];['Аньес Мерле'];['драма биография исторический'];6.7;Артемизия;1997
['Франция', 'Бельгия'];['Мишель Хазанавичус'];['драма', 'мелодрама', 'комедия'];7.8;Артист;2011
['США'];['Бартоломью Каббинс'];['документалистика'];7.9;Артефакт;2012
['США'];['Кеннет Брана'];['научное фэнтези', 'приключения'];4.3;Артемис Фаул;2020
['Россия'];['Карен Захаров', 'Армен Ананикян'];['комедия', 'приключения', 'фантастика'];4.2;Артек. Большое путешествие;2022
['Китай'];['Liu Jian'];[];6.3;Арт-колледж 1994;2023
['СССР'];['Александр Довженко'];['исторический фильм'];7.2;Арсенал;1929
['Франция', 'Италия', 'Испания', 'Великобритания'];['Жан-Поль Саломе'];['боевик', 'приключенческий фильм', 'криминальный фильм', 'мелодрама'];5.4;Арсен Люпен;2004
['Италия'];['Джанни Да Кампо'];['драма'];6.9;Аромат кукурузы;1986
['СССР'];['Михаил Чиаурели'];['драма', 'исторический фильм'];6.7;Арсен;1937
['СССР'];['Дооронбек Садырбаев'];['Драма'];;Арман;1975
['Франция'];['Александр Жарден'];['мелодрама', 'комедия'];6.7;Аромат любви Фанфан;1993
['Франция', 'Вьеткьеу Франции'];['Чан Ань Хунг'];['драма', 'мелодрама', 'музыкальный фильм'];7.3;Аромат зелёной папайи;1993
['Бразилия'];['Гарри Кананян', 'Сезар Кананян'];['документальный'];7.3;Армянская рапсодия  Внешние видеофайлы;2012
['Австрия'];['Петер Кубелка'];['экспериментальное кино'];4.1;Арнульф Райнер;1960
['США', 'Нидерланды', 'Чехия'];['Ричард Рапхорст'];['ужасы'];5.4;Армия Франкенштейна;2013
['Армянская ССР', 'СССР'];['Патвакан Бархударян'];['музыкальный фильм', 'и', 'короткометражный фильм'];5.9;Армянский киноконцерт;1941
['Швеция', 'Дания', 'Норвегия', 'Финляндия', 'Германия'];['Петер Флинт'];['исторический фильм'];6.6;Арн: Рыцарь-тамплиер;2007
['Дания', 'Швеция', 'Финляндия', 'Великобритания', 'Норвегия', 'Германия'];['Петер Флинт'];['исторический фильм'];6.6;Арн: Королевство в конце пути;2008
['Гонконг'];['Чжан Чэ', 'Сюн Тинъу', 'У Ма'];['боевик', 'военная драма'];6.2;Армия семерых бойцов;1976
['США'];['Сэм Рэйми'];['фэнтезийная комедия'];7.4;Армия тьмы;1992
['Франция'];['Робер Гедигян'];['военный фильм', 'драматический фильм'];6.7;Армия преступников;2009
['США'];['Зак Снайдер'];['фильм о зомби', 'фильм-ограбление', 'постапокалиптика'];5.8;Армия мертвецов;2021
['СССР'];['Александр Лейманис'];['приключения'];6.2;Армия «Трясогузки» снова в бою;1968
['Италия'];['Бруно Маттеи'];['драматический фильм'];5.7;Армида, драма одной невесты;1970
['Франция', 'Италия'];['Жан-Пьер Мельвиль'];['драма', 'военный фильм'];8.1;Армия теней;1969
['СССР'];['Александр Лейманис'];['приключения'];6.5;Армия «Трясогузки»;1964
['Италия', 'Франция', 'Испания'];['Марио Моничелли'];['комедия', 'приключения'];7.7;Армия Бранкалеоне;1966
['США'];['Майкл Бэй'];['фильм-катастрофа', 'драма', 'фантастика'];6.7;Армагеддон;1998
['СССР'];['Михаил Израилев'];['драма'];5.1;Армагеддон;1962
['США'];['Маттиас Швайгхёфер'];['приключения', 'фильм-ограбление'];6.4;Армия воров  Внешние видеофайлы;2021
['Япония'];['Кэйсукэ Киносита'];['фильм-драма'];6.5;Армия;1944
['США', 'Великобритания', 'Япония', 'Великобритания'];['Эдгар Райт'];['научно-фантастическая комедия', 'Альтернативный рок', 'инди-рок', 'мэдчестер', 'альтернативная танцевальная музыка', 'брит-поп', 'психоделический рок', 'данс-поп'];6.9;Армагеддец;2013
['Нигер', 'Бенин'];['Идриссу Моракпай'];['Документальное кино'];7.9;Арли: второй Париж;2007
['СССР'];['Вадим Абдрашитов'];['драма'];7.3;Армавир;1991
['США'];['Дэвид Уорк Гриффит'];['драматический фильм'];5.4;Аркадская дева;1910
['США'];['Оливия Сильвер'];['драма', 'роуд-муви', 'подростковое кино'];6.2;Аркадия;2012
['Финляндия'];['Аки Каурисмяки'];['драма'];7.4;Ариэль;1988
['США', 'Канада'];['Тони Эллиотт'];['фантастика', 'триллер'];6.3;Арк: Ковчег Времени;2016
['Франция'];['Клод Зиди'];['мелодрама', 'комедия', 'криминальный фильм'];5.2;Арлетт;1997
['СССР'];['Марина Голдовская'];['документальный фильм'];8.0;Аркадий Райкин;1975
['Франция'];['Альбер Капеллани'];['драма'];6.4;Арлезианка;1908
['Россия', 'Украина'];['Евгений Котов'];['драма', 'фантастика', 'экранизация'];4.7;Ариэль;1992
['СССР'];['Дмитрий Светозаров'];['детективный фильм'];6.8;Арифметика убийства;1991
['Великобритания'];['Николас Роуг', 'Билл Брайден', 'Чарльз Старридж', 'Жан-Люк Годар', 'Жульен Темпл', 'Брюс Бирсфорд', 'Роберт Олтмен', 'Фрэнк Роддэм', 'Кен Рассел', 'Дерек Джармен'];['музыкальный фильм'];5.7;Ария;1987
['Франция', 'США'];['Эмир Кустурица'];['трагикомедия'];7.2;Аризонская мечта;1993
['Россия', 'Финляндия', 'Германия'];['Борис Хлебников'];['драма'];7.4;Аритмия;2017
['США'];['Пенн Джиллетт', 'Пол Провенца'];['документальный фильм', 'комедия'];6.4;Аристократы;2005
['Республика Корея'];['Ким Ки Дук'];['документальный фильм', 'Автобиографический фильм'];6.8;Ариран;2012
['Франция'];['Дени де Ла Пательер'];['экранизация', 'драма'];6.4;Аристократы;1955
['Япония'];['Тэн Симояма'];['боевик', 'приключенческий фильм'];5.1;Арена смерти;2002
['Великобритания'];['Бирт Акрес'];['детективный фильм'];4.8;Арест карманника;1895
['СССР'];['Юрий Музыкант', 'Надежда Кошеверова'];['комедия'];5.1;Аринка;1939
['СССР'];['Михаил Чиаурели'];['драма', 'исторический фильм'];7.7;Арена неистовых;1986
['Италия', 'Испания'];['Серджо Мартино'];['вестерн'];5.7;Аризона Кольт возвращается;1970
['Италия'];['Карло Лаванья'];['драма'];6.2;Арианна;2015
['Корея'];['На Унгю'];['боевик', 'драматический фильм'];7.8;Ариран;1926
['США'];['Джона Луп'];['боевик', 'триллер'];4.7;Арена;2011
['СССР'];['Самсон Самсонов'];['драма'];5.7;Арена;1967
['Россия'];['Эдуард Бордуков'];['драма'];6.8;Арена;2012
['США', 'Италия'];['Питер Манугиан'];['фантастика'];5.3;Арена;1989
['СССР'];['Аркадий Айрапетян', 'Арнольд Агабабов'];['драма'];6.3;Аревик;1978
['СССР'];['Сергей Гуров', 'Юрий Озеров'];['музыкально-цирковое представление', 'документальный фильм', 'фильм-концерт'];4.8;Арена смелых;1953
['Франция', 'Италия'];['Риккардо Фреда'];['пеплум', 'фэнтезийный фильм'];5.1;Аргонавты: В поисках золотого руна;1960
['Россия'];['Михаил Марескин'];['триллер', 'драма'];7.5;Аргентина. Интервью с мёртвым наркодилером;2008
['Россия'];['Ирина Евтеева'];['мультфильм', 'фэнтези', 'экранизация'];6.9;Арвентур;2015
['Бельгия'];['Робин Пронт'];['драматический фильм'];6.7;Арденны;2015
['Аргентина'];['Сантьяго Митре'];['драматический фильм', 'юридическая драма', 'историческая драма', 'исторический фильм'];7.6;Аргентина, 1985;2022
['Аргентина'];['Хуан Хосе Хусид'];['комедия', 'драма', 'Латин-поп', 'Саундтрек'];4.7;Аргентинец в Нью-Йорке;2002
['Великобритания', 'США'];['Мэттью Вон'];['комедийный боевик', 'Музыка к фильму'];5.6;Аргайл: Супершпион;2024
['Россия'];['Иван Охлобыстин'];['детективный фильм', 'триллер'];6.1;Арбитр;1992
['США'];['Фрэнк Маршалл'];['фильм ужасов'];6.5;Арахнофобия;1990
['Япония'];['Кацуо Мори'];['драма', 'приключения'];6.5;Араки Матаэмон: Дуэль на перекрестке у лавки ключей;1952
['Монголия', 'Китай'];['Доржийн Золбаяр У Шагдарсүрэн'];['военный'];5.8;Аравт;2012
['Канада', 'Франция'];['Атом Эгоян'];['драма'];6.3;Арарат;2002
['Франция'];['Роберт Кешишян'];['драма'];6.8;Арам Артунян;2002
['Великобритания'];['Кевин Коннор'];['фэнтезийный фильм', 'приключенческий фильм'];5.7;Арабские приключения;1979
['США', 'Великобритания', 'Германия'];['Стив Бэррон'];['фэнтезийный фильм', 'приключенческий фильм'];7.4;Арабские приключения;2000
['США'];['Джон Роулинз'];['приключенческий фильм', 'боевик', 'Фильм о цирке'];6.1;Арабские ночи;1942
['США'];['Джером Сторм'];['мелодрама'];;Арабская любовь;1922
['СССР'];['Сергей Параджанов'];['документальный фильм'];7.0;Арабески на тему Пиросмани;1986
['США'];['Тайлер Нилсон', 'Майк Шварц'];['бадди-муви', 'приключения'];7.6;Арахисовый сокол;2019
['США'];['Стэнли Донен'];['Триллер'];6.4;Арабеска;1966
['СССР'];['Александр Павловский'];['музыкальная комедия'];5.9;Ар-хи-ме-ды!;1975
['Польша'];['Александр Герц'];['драма'];;Арабелла;1917
['Эстония'];['Эльмо Нюганен'];['криминал', 'драма'];6.8;Аптекарь Мельхиор;2022
['СССР'];['Станислав Говорухин'];['новелла экранизация'];6.5;Аптекарша;1964
